Date,Open,High,Low,Close,Adj Close,Volume
2022-04-29,423.5899963378906,425.8699951171875,411.2099914550781,412.0,399.3529357910156,145491100
2022-05-02,412.07000732421875,415.9200134277344,405.0199890136719,414.4800109863281,401.75677490234375,158312500
2022-05-03,415.010009765625,418.92999267578125,413.3599853515625,416.3800048828125,403.59844970703125,100028200
2022-05-04,417.0799865722656,429.6600036621094,413.7099914550781,429.05999755859375,415.8891906738281,144247900
2022-05-05,424.54998779296875,425.0,409.44000244140625,413.80999755859375,401.1073303222656,172929100
2022-05-06,411.1000061035156,414.79998779296875,405.7300109863281,411.3399963378906,398.713134765625,151770800
2022-05-09,405.1000061035156,406.4100036621094,396.5,398.1700134277344,385.9474182128906,155586100
2022-05-10,404.489990234375,406.0799865722656,394.82000732421875,399.0899963378906,386.83917236328125,132497200
2022-05-11,398.07000732421875,404.0400085449219,391.9599914550781,392.75,380.69378662109375,142361000
2022-05-12,389.3699951171875,395.79998779296875,385.1499938964844,392.3399963378906,380.2964172363281,125090800
2022-05-13,396.7099914550781,403.17999267578125,395.6099853515625,401.7200012207031,389.3885192871094,104174400
2022-05-16,399.9800109863281,403.9700012207031,397.6000061035156,400.0899963378906,387.8085021972656,78622400
2022-05-17,406.5299987792969,408.57000732421875,402.5799865722656,408.32000732421875,395.7859191894531,83029700
2022-05-18,403.5,403.79998779296875,390.54998779296875,391.8599853515625,379.8311462402344,117674500
2022-05-19,388.6199951171875,394.1400146484375,387.1099853515625,389.4599914550781,377.5047912597656,98510700
2022-05-20,393.25,397.0299987792969,380.5400085449219,389.6300048828125,377.6695861816406,131432200
2022-05-23,392.8299865722656,397.7300109863281,390.3800048828125,396.9200134277344,384.7358703613281,76414900
2022-05-24,392.55999755859375,395.1499938964844,386.9599914550781,393.8900146484375,381.7987976074219,91448800
2022-05-25,392.30999755859375,399.45001220703125,391.8900146484375,397.3699951171875,385.1719970703125,91472900
2022-05-26,398.6700134277344,407.0400085449219,398.45001220703125,405.30999755859375,392.8682556152344,82168300
2022-05-27,407.9100036621094,415.3800048828125,407.70001220703125,415.260009765625,402.5128173828125,84768700
2022-05-31,413.54998779296875,416.4599914550781,410.0299987792969,412.92999267578125,400.25433349609375,95937000
2022-06-01,415.1700134277344,416.239990234375,406.92999267578125,409.5899963378906,397.01690673828125,86585800
2022-06-02,409.4200134277344,417.44000244140625,407.0400085449219,417.3900146484375,404.5774841308594,79609600
2022-06-03,412.3999938964844,414.0400085449219,409.510009765625,410.5400085449219,397.9377136230469,71874300
2022-06-06,414.7799987792969,416.6099853515625,410.54998779296875,411.7900085449219,399.14935302734375,57508900
2022-06-07,408.1000061035156,416.2200012207031,407.6099853515625,415.739990234375,402.97808837890625,59272400
2022-06-08,413.92999267578125,415.82000732421875,410.3800048828125,411.2200012207031,398.59686279296875,64350000
2022-06-09,409.3399963378906,411.739990234375,401.44000244140625,401.44000244140625,389.1170349121094,86289800
2022-06-10,394.8800048828125,395.7799987792969,389.75,389.79998779296875,377.8343505859375,132893900
2022-06-13,379.8500061035156,381.80999755859375,373.29998779296875,375.0,363.4886779785156,170004900
2022-06-14,376.8500061035156,377.94000244140625,370.5899963378906,373.8699951171875,362.39337158203125,104011800
2022-06-15,377.3599853515625,383.8999938964844,372.1199951171875,379.20001220703125,367.55975341796875,125666800
2022-06-16,370.510009765625,370.94000244140625,364.0799865722656,366.6499938964844,355.3949890136719,134473300
2022-06-17,365.510009765625,369.3800048828125,362.1700134277344,365.8599853515625,356.16119384765625,111113900
2022-06-21,371.8900146484375,376.5299987792969,371.80999755859375,375.07000732421875,365.12701416015625,76811900
2022-06-22,370.6199951171875,378.7200012207031,370.17999267578125,374.3900146484375,364.46502685546875,90059400
2022-06-23,376.6400146484375,378.8299865722656,372.8900146484375,378.05999755859375,368.0376892089844,79292100
2022-06-24,381.3999938964844,390.0899963378906,381.3699951171875,390.0799865722656,379.7390441894531,98050300
2022-06-27,391.04998779296875,391.3599853515625,387.44000244140625,388.5899963378906,378.28857421875,66009600
2022-06-28,390.2300109863281,393.1600036621094,380.5299987792969,380.6499938964844,370.55908203125,86548900
2022-06-29,381.2300109863281,382.2699890136719,378.4200134277344,380.3399963378906,370.2572937011719,65676000
2022-06-30,376.239990234375,380.6600036621094,372.55999755859375,377.25,367.24920654296875,112508300
2022-07-01,376.55999755859375,381.70001220703125,373.79998779296875,381.239990234375,371.1334533691406,74839700
2022-07-05,375.8800048828125,381.9800109863281,372.8999938964844,381.9599914550781,371.83428955078125,81438000
2022-07-06,382.1099853515625,385.8699951171875,379.6000061035156,383.25,373.0901794433594,70426200
2022-07-07,385.1199951171875,389.8299865722656,383.2699890136719,388.989990234375,378.6779479980469,64525900
2022-07-08,387.2699890136719,390.6400146484375,385.6600036621094,388.6700134277344,378.366455078125,72397800
2022-07-11,385.8500061035156,386.8699951171875,383.5,384.2300109863281,374.044189453125,58366900
2022-07-12,383.6499938964844,386.1600036621094,378.989990234375,380.8299865722656,370.7342529296875,62219200
2022-07-13,375.1000061035156,381.9200134277344,374.6600036621094,378.8299865722656,368.7873229980469,84224600
2022-07-14,373.6099853515625,379.04998779296875,371.0400085449219,377.9100036621094,367.8917236328125,89704800
2022-07-15,382.54998779296875,385.25,380.5400085449219,385.1300048828125,374.9203186035156,79060400
2022-07-18,388.3800048828125,389.0899963378906,380.6600036621094,381.95001220703125,371.8246154785156,63203600
2022-07-19,386.0799865722656,392.8699951171875,385.3900146484375,392.2699890136719,381.8710021972656,78506000
2022-07-20,392.4700012207031,396.260009765625,391.0299987792969,394.7699890136719,384.3047180175781,71843800
2022-07-21,394.1600036621094,398.8399963378906,391.6300048828125,398.7900085449219,388.21820068359375,64903900
2022-07-22,398.9200134277344,400.17999267578125,392.75,395.0899963378906,384.61627197265625,72197300
2022-07-25,395.75,396.4700012207031,393.2099914550781,395.57000732421875,385.0835266113281,53631500
2022-07-26,393.8399963378906,394.05999755859375,389.95001220703125,390.8900146484375,380.527587890625,52946400
2022-07-27,394.3599853515625,402.8800048828125,394.04998779296875,401.0400085449219,390.4085388183594,82342100
2022-07-28,401.8900146484375,406.79998779296875,398.1499938964844,406.07000732421875,395.30517578125,73966600
2022-07-29,407.5799865722656,413.0299987792969,406.7699890136719,411.989990234375,401.06829833984375,87003700
2022-08-01,409.1499938964844,413.4100036621094,408.3999938964844,410.7699890136719,399.8805847167969,69997500
2022-08-02,409.1199951171875,413.0,406.82000732421875,408.05999755859375,397.24249267578125,63435400
2022-08-03,410.29998779296875,415.67999267578125,410.0,414.45001220703125,403.4630432128906,67820600
2022-08-04,414.3699951171875,415.0899963378906,412.44000244140625,414.1700134277344,403.19049072265625,45656600
2022-08-05,409.6600036621094,414.1499938964844,409.6000061035156,413.4700012207031,402.509033203125,56814900
2022-08-08,415.25,417.6199951171875,411.8299865722656,412.989990234375,402.041748046875,53886100
2022-08-09,412.2200012207031,412.75,410.2200012207031,411.3500061035156,400.4452209472656,44931800
2022-08-10,418.7799987792969,420.1400146484375,416.7200012207031,419.989990234375,408.8561706542969,68665700
2022-08-11,422.989990234375,424.95001220703125,419.2099914550781,419.989990234375,408.8561706542969,59489700
2022-08-12,422.0299987792969,427.2099914550781,421.0299987792969,427.1000061035156,415.7777099609375,61694500
2022-08-15,424.7699890136719,429.4100036621094,424.7099914550781,428.8599853515625,417.4909973144531,54048300
2022-08-16,427.7300109863281,431.7300109863281,426.8800048828125,429.70001220703125,418.3088073730469,59289000
2022-08-17,425.9100036621094,429.5,424.5400085449219,426.6499938964844,415.33966064453125,63563400
2022-08-18,426.8599853515625,428.6099853515625,425.5,427.8900146484375,416.5467834472656,49023200
2022-08-19,424.9800109863281,425.260009765625,421.2200012207031,422.1400146484375,410.94915771484375,68016900
2022-08-22,417.04998779296875,417.2300109863281,412.3999938964844,413.3500061035156,402.3921813964844,77695600
2022-08-23,412.8999938964844,415.4200134277344,411.7699890136719,412.3500061035156,401.4187316894531,49105200
2022-08-24,412.1099853515625,415.1099853515625,411.3900146484375,413.6700134277344,402.7037658691406,49177800
2022-08-25,415.239990234375,419.55999755859375,414.0899963378906,419.510009765625,408.388916015625,50942300
2022-08-26,419.3900146484375,419.9599914550781,405.25,405.30999755859375,394.5653381347656,103087000
2022-08-29,402.20001220703125,405.8399963378906,401.20001220703125,402.6300048828125,391.9564514160156,65370800
2022-08-30,403.8500061035156,404.1000061035156,396.0,398.2099914550781,387.6535949707031,85652400
2022-08-31,399.92999267578125,401.239990234375,395.0400085449219,395.17999267578125,384.703857421875,76029700
2022-09-01,392.8900146484375,396.7799987792969,390.0400085449219,396.4200134277344,385.9110412597656,78740100
2022-09-02,400.2799987792969,401.55999755859375,390.3299865722656,392.239990234375,381.841796875,99632100
2022-09-06,393.1300048828125,394.1199951171875,388.4200134277344,390.760009765625,380.4010925292969,76637400
2022-09-07,390.42999267578125,398.5899963378906,390.20001220703125,397.7799987792969,387.2349853515625,70964200
2022-09-08,395.3900146484375,400.8599853515625,394.1199951171875,400.3800048828125,389.7660217285156,80821700
2022-09-09,402.739990234375,407.510009765625,402.4599914550781,406.6000061035156,395.8211669921875,76706900
2022-09-12,408.7799987792969,411.7300109863281,408.4599914550781,410.9700012207031,400.0753173828125,69256300
2022-09-13,401.8299865722656,403.1000061035156,391.9200134277344,393.1000061035156,382.67901611328125,122947100
2022-09-14,394.4700012207031,396.20001220703125,391.1199951171875,394.6000061035156,384.1392822265625,85023700
2022-09-15,392.9599914550781,395.9599914550781,388.7799987792969,390.1199951171875,379.7780456542969,87633800
2022-09-16,384.1400146484375,386.25,382.1099853515625,385.55999755859375,376.8807373046875,103084800
2022-09-19,382.260009765625,388.54998779296875,382.17999267578125,388.54998779296875,379.80340576171875,73278500
2022-09-20,385.05999755859375,386.1199951171875,381.20001220703125,384.0899963378906,375.44384765625,77274900
2022-09-21,386.1099853515625,389.30999755859375,377.3800048828125,377.3900146484375,368.8946533203125,106746600
2022-09-22,376.5799865722656,378.29998779296875,373.44000244140625,374.2200012207031,365.7960205078125,89472600
2022-09-23,370.5799865722656,370.6199951171875,363.2900085449219,367.95001220703125,359.66717529296875,122346900
2022-09-26,366.4100036621094,370.2099914550781,363.0299987792969,364.30999755859375,356.10906982421875,92581200
2022-09-27,368.0199890136719,370.3999938964844,360.8699951171875,363.3800048828125,355.20001220703125,108294100
2022-09-28,364.3800048828125,372.29998779296875,362.6000061035156,370.5299987792969,362.1890563964844,110802200
2022-09-29,366.80999755859375,367.1099853515625,359.70001220703125,362.7900085449219,354.623291015625,112952300
2022-09-30,361.79998779296875,365.9100036621094,357.0400085449219,357.17999267578125,349.13958740234375,153711200
2022-10-03,361.0799865722656,368.54998779296875,359.2099914550781,366.6099853515625,358.3573303222656,89756500
2022-10-04,372.3999938964844,378.0,366.57000732421875,377.9700012207031,369.46160888671875,103602800
2022-10-05,373.3900146484375,379.4599914550781,370.95001220703125,377.0899963378906,368.60137939453125,88065700
2022-10-06,375.6199951171875,378.7200012207031,372.67999267578125,373.20001220703125,364.7989807128906,82333500
2022-10-07,368.9700012207031,373.2900085449219,360.94000244140625,362.7900085449219,354.623291015625,107789500
2022-10-10,363.9599914550781,364.2099914550781,357.6700134277344,360.0199890136719,351.9156188964844,76042800
2022-10-11,358.239990234375,363.0299987792969,355.7099914550781,357.739990234375,349.68701171875,92482800
2022-10-12,358.1700134277344,359.82000732421875,356.29998779296875,356.55999755859375,348.5335388183594,76991800
2022-10-13,349.2099914550781,367.510009765625,348.1099853515625,365.9700012207031,357.7317199707031,147254500
2022-10-14,368.54998779296875,370.260009765625,356.9599914550781,357.6300048828125,349.5794677734375,123737000
2022-10-17,364.010009765625,367.9800109863281,357.2799987792969,366.82000732421875,358.5625915527344,93168200
2022-10-18,375.1300048828125,375.45001220703125,367.5199890136719,371.1300048828125,362.77557373046875,97162900
2022-10-19,368.989990234375,371.8500061035156,365.54998779296875,368.5,360.20477294921875,79746900
2022-10-20,368.0299987792969,372.6700134277344,364.6099853515625,365.4100036621094,357.1843566894531,88283100
2022-10-21,365.1199951171875,374.79998779296875,363.5400085449219,374.2900085449219,365.86444091796875,131038400
2022-10-24,375.8900146484375,380.05999755859375,373.1099853515625,378.8699951171875,370.3412780761719,85436900
2022-10-25,378.7900085449219,385.25,378.6700134277344,384.9200134277344,376.255126953125,78846300
2022-10-26,381.6199951171875,387.5799865722656,381.3500061035156,382.0199890136719,373.4203796386719,104087300
2022-10-27,383.07000732421875,385.0,379.3299865722656,379.9800109863281,371.4264221191406,81971800
2022-10-28,379.8699951171875,389.5199890136719,379.67999267578125,389.0199890136719,380.2628479003906,100302000
2022-10-31,386.44000244140625,388.3999938964844,385.260009765625,386.2099914550781,377.5160827636719,96631300
2022-11-01,390.1400146484375,390.3900146484375,383.2900085449219,384.5199890136719,375.8641662597656,85407600
2022-11-02,383.8999938964844,388.6300048828125,374.760009765625,374.8699951171875,366.4313659667969,126990400
2022-11-03,371.4700012207031,374.20001220703125,368.7900085449219,371.010009765625,362.65826416015625,87100100
2022-11-04,377.0,378.8699951171875,370.0,376.3500061035156,367.8780822753906,103505200
2022-11-07,377.7099914550781,380.57000732421875,375.5299987792969,379.95001220703125,371.39703369140625,68286900
2022-11-08,381.1099853515625,385.1199951171875,377.7200012207031,382.0,373.40087890625,84641100
2022-11-09,379.92999267578125,381.1400146484375,373.6099853515625,374.1300048828125,365.7080383300781,78495500
2022-11-10,388.04998779296875,395.0400085449219,385.6400146484375,394.69000244140625,385.8052062988281,141455800
2022-11-11,395.5899963378906,399.3500061035156,393.6099853515625,398.510009765625,389.5392150878906,93839900
2022-11-14,396.6600036621094,400.17999267578125,394.8299865722656,395.1199951171875,386.2255554199219,71903500
2022-11-15,401.1499938964844,402.30999755859375,394.489990234375,398.489990234375,389.5196838378906,93194500
2022-11-16,396.7799987792969,397.7799987792969,394.7900085449219,395.45001220703125,386.548095703125,68508500
2022-11-17,390.4599914550781,394.95001220703125,390.1400146484375,394.239990234375,385.36529541015625,74496300
2022-11-18,397.739990234375,397.80999755859375,393.0400085449219,396.0299987792969,387.1150207519531,92922500
2022-11-21,394.6400146484375,395.82000732421875,392.6600036621094,394.5899963378906,385.7074890136719,51243200
2022-11-22,396.6300048828125,400.07000732421875,395.1499938964844,399.8999938964844,390.89794921875,60429000
2022-11-23,399.54998779296875,402.92999267578125,399.30999755859375,402.4200134277344,393.3612365722656,68261600
2022-11-25,401.8299865722656,402.9100036621094,401.5400085449219,402.3299865722656,393.2732238769531,30545400
2022-11-28,399.0899963378906,400.80999755859375,395.1099853515625,395.9100036621094,386.9977722167969,67881600
2022-11-29,396.04998779296875,397.29998779296875,393.29998779296875,395.2300109863281,386.3330993652344,52310000
2022-11-30,395.489990234375,407.67999267578125,393.4800109863281,407.67999267578125,398.5027770996094,144566700
2022-12-01,408.7699890136719,410.0,404.75,407.3800048828125,398.2095642089844,76398200
2022-12-02,402.25,407.8599853515625,402.1400146484375,406.9100036621094,397.7501220703125,85342700
2022-12-05,403.95001220703125,404.92999267578125,398.1700134277344,399.5899963378906,390.5949401855469,77289800
2022-12-06,399.4200134277344,399.989990234375,391.6400146484375,393.8299865722656,384.9645690917969,77972200
2022-12-07,392.94000244140625,395.6400146484375,391.9700012207031,393.1600036621094,384.3096923828125,65927900
2022-12-08,395.1400146484375,397.3599853515625,393.2699890136719,396.239990234375,387.3203125,60737900
2022-12-09,394.94000244140625,397.6199951171875,393.1499938964844,393.2799987792969,384.4269714355469,81447700
2022-12-12,394.1099853515625,398.95001220703125,393.4100036621094,398.95001220703125,389.9693298339844,75405800
2022-12-13,410.2200012207031,410.489990234375,399.07000732421875,401.9700012207031,392.9213562011719,123782500
2022-12-14,401.6099853515625,405.5,396.30999755859375,399.3999938964844,390.4091491699219,108111300
2022-12-15,394.29998779296875,395.25,387.8900146484375,389.6300048828125,380.8591003417969,117705900
2022-12-16,385.17999267578125,386.5799865722656,381.0400085449219,383.2699890136719,376.3626403808594,119858000
2022-12-19,383.4700012207031,383.82000732421875,378.2799987792969,380.0199890136719,373.17120361328125,79878100
2022-12-20,379.2300109863281,382.2300109863281,377.8500061035156,380.5400085449219,373.6818542480469,74427200
2022-12-21,383.25,387.4100036621094,382.69000244140625,386.2300109863281,379.2693176269531,78167400
2022-12-22,383.04998779296875,386.2099914550781,374.7699890136719,380.7200012207031,373.85858154296875,100120900
2022-12-23,379.6499938964844,383.05999755859375,378.0299987792969,382.9100036621094,376.0091247558594,59857300
2022-12-27,382.7900085449219,383.1499938964844,379.6499938964844,381.3999938964844,374.5263366699219,51638200
2022-12-28,381.3299865722656,383.3900146484375,376.4200134277344,376.6600036621094,369.8717346191406,70911500
2022-12-29,379.6300048828125,384.3500061035156,379.0799865722656,383.44000244140625,376.52960205078125,66970900
2022-12-30,380.6400146484375,382.5799865722656,378.42999267578125,382.42999267578125,375.5378112792969,84022200
2023-01-03,384.3699951171875,386.42999267578125,377.8299865722656,380.82000732421875,373.9568176269531,74850700
2023-01-04,383.17999267578125,385.8800048828125,380.0,383.760009765625,376.8438415527344,85934100
2023-01-05,381.7200012207031,381.8399963378906,378.760009765625,379.3800048828125,372.5427551269531,76970500
2023-01-06,382.6099853515625,389.25,379.4100036621094,388.0799865722656,381.0859375,104189600
2023-01-09,390.3699951171875,393.70001220703125,387.6700134277344,387.8599853515625,380.86993408203125,73978100
2023-01-10,387.25,390.6499938964844,386.2699890136719,390.5799865722656,383.5408935546875,65358100
2023-01-11,392.2300109863281,395.6000061035156,391.3800048828125,395.5199890136719,388.3918762207031,68881100
2023-01-12,396.6700134277344,398.489990234375,392.4200134277344,396.9599914550781,389.805908203125,90157700
2023-01-13,393.6199951171875,399.1000061035156,393.3399963378906,398.5,391.31817626953125,63903900
2023-01-17,398.4800109863281,400.2300109863281,397.05999755859375,397.7699890136719,390.601318359375,62677300
2023-01-18,399.010009765625,400.1199951171875,391.2799987792969,391.489990234375,384.4344787597656,99632300
2023-01-19,389.3599853515625,391.0799865722656,387.260009765625,388.6400146484375,381.6358947753906,86958900
2023-01-20,390.1000061035156,396.0400085449219,388.3800048828125,395.8800048828125,388.7453918457031,91806400
2023-01-23,396.7200012207031,402.6499938964844,395.7200012207031,400.6300048828125,393.4097595214844,84178800
2023-01-24,398.8800048828125,401.1499938964844,397.6400146484375,400.20001220703125,392.987548828125,59524900
2023-01-25,395.95001220703125,400.70001220703125,393.55999755859375,400.3500061035156,393.13482666015625,84800300
2023-01-26,403.1300048828125,404.9200134277344,400.0299987792969,404.75,397.4555358886719,72287400
2023-01-27,403.6600036621094,408.1600036621094,403.44000244140625,405.67999267578125,398.3687744140625,68346200
2023-01-30,402.79998779296875,405.1300048828125,400.2799987792969,400.5899963378906,393.3705139160156,74202000
2023-01-31,401.1300048828125,406.5299987792969,400.7699890136719,406.4800109863281,399.1543884277344,86811800
2023-02-01,405.2099914550781,413.6700134277344,402.3500061035156,410.79998779296875,403.396484375,101459200
2023-02-02,414.8599853515625,418.30999755859375,412.8800048828125,416.7799987792969,409.2687072753906,101654500
2023-02-03,411.5899963378906,416.9700012207031,411.0899963378906,412.3500061035156,404.9185791015625,94736800
2023-02-06,409.7900085449219,411.2900085449219,408.1000061035156,409.8299865722656,402.4439697265625,60295300
2023-02-07,408.8699951171875,416.489990234375,407.57000732421875,415.19000244140625,407.7073669433594,90990700
2023-02-08,413.1300048828125,414.5299987792969,409.92999267578125,410.6499938964844,403.2492370605469,76227500
2023-02-09,414.4100036621094,414.57000732421875,405.80999755859375,407.0899963378906,399.7533264160156,78694900
2023-02-10,405.8599853515625,408.44000244140625,405.010009765625,408.0400085449219,400.6862487792969,70769700
2023-02-13,408.7200012207031,412.9700012207031,408.239990234375,412.8299865722656,405.3898620605469,64913500
2023-02-14,411.239990234375,415.04998779296875,408.510009765625,412.6400146484375,405.203369140625,88389300
2023-02-15,410.3500061035156,414.05999755859375,409.4700012207031,413.9800109863281,406.5191955566406,61555700
2023-02-16,408.7900085449219,412.9100036621094,408.1400146484375,408.2799987792969,400.9219055175781,76431500
2023-02-17,406.05999755859375,407.510009765625,404.04998779296875,407.260009765625,399.9203186035156,89257800
2023-02-21,403.05999755859375,404.1600036621094,398.82000732421875,399.0899963378906,391.8975524902344,82655900
2023-02-22,399.5199890136719,401.1300048828125,397.0199890136719,398.5400085449219,391.3574523925781,83742300
2023-02-23,401.55999755859375,402.20001220703125,396.25,400.6600036621094,393.4393005371094,96242400
2023-02-24,395.4200134277344,397.25,393.6400146484375,396.3800048828125,389.2363586425781,108194400
2023-02-27,399.8699951171875,401.2900085449219,396.75,397.7300109863281,390.56207275390625,80444700
2023-02-28,397.2300109863281,399.2799987792969,396.1499938964844,396.260009765625,389.1185302734375,96438600
2023-03-01,395.4100036621094,396.69000244140625,393.3800048828125,394.739990234375,387.6258850097656,99706800
2023-03-02,392.67999267578125,398.69000244140625,392.3299865722656,397.80999755859375,390.64056396484375,85127800
2023-03-03,399.7099914550781,404.45001220703125,399.0299987792969,404.19000244140625,396.9056396484375,90120000
2023-03-06,405.04998779296875,407.45001220703125,404.010009765625,404.4700012207031,397.1805725097656,72795900
2023-03-07,404.4200134277344,404.6700134277344,397.6300048828125,398.2699890136719,391.09228515625,108310600
2023-03-08,398.3900146484375,399.7099914550781,396.5899963378906,398.9200134277344,391.7306213378906,74746600
2023-03-09,399.739990234375,401.4800109863281,390.5299987792969,391.55999755859375,384.5032043457031,111945300
2023-03-10,390.989990234375,393.1600036621094,384.32000732421875,385.9100036621094,378.955078125,189253000
2023-03-13,381.80999755859375,390.3900146484375,380.6499938964844,385.3599853515625,378.4149475097656,157790000
2023-03-14,390.5,393.45001220703125,387.04998779296875,391.7300109863281,384.670166015625,149752400
2023-03-15,385.8900146484375,389.489990234375,383.7099914550781,389.2799987792969,382.26434326171875,172996900
2023-03-16,386.82000732421875,396.4700012207031,386.2900085449219,396.1099853515625,388.9712219238281,143254200
2023-03-17,393.2200012207031,394.3999938964844,388.54998779296875,389.989990234375,384.4231262207031,140553400
2023-03-20,390.79998779296875,394.1700134277344,390.07000732421875,393.739990234375,388.11956787109375,93055800
2023-03-21,397.239990234375,399.4100036621094,395.5799865722656,398.9100036621094,393.2157897949219,91524200
2023-03-22,398.7300109863281,402.489990234375,392.07000732421875,392.1099853515625,386.5128173828125,111746600
2023-03-23,395.0899963378906,399.2900085449219,390.3500061035156,393.1700134277344,387.5577392578125,119351300
2023-03-24,391.8399963378906,395.8399963378906,389.3999938964844,395.75,390.10089111328125,107682400
2023-03-27,398.1199951171875,398.9200134277344,395.55999755859375,396.489990234375,390.830322265625,74010400
2023-03-28,395.7699890136719,396.489990234375,393.69000244140625,395.6000061035156,389.9530334472656,62871700
2023-03-29,399.92999267578125,401.6000061035156,398.67999267578125,401.3500061035156,395.6210021972656,77497900
2023-03-30,404.0899963378906,404.3500061035156,401.760009765625,403.70001220703125,397.93743896484375,69840000
2023-03-31,404.6600036621094,409.70001220703125,404.54998779296875,409.3900146484375,403.54620361328125,112062600
2023-04-03,408.8500061035156,411.3699951171875,408.44000244140625,410.95001220703125,405.08392333984375,67391100
2023-04-04,411.6199951171875,411.9200134277344,407.239990234375,408.6700134277344,402.8365173339844,66601500
2023-04-05,407.9100036621094,408.70001220703125,405.8800048828125,407.6000061035156,401.78173828125,65200200
2023-04-06,406.7699890136719,409.4800109863281,405.67999267578125,409.19000244140625,403.3490295410156,63743300
2023-04-10,406.6099853515625,409.69000244140625,405.9700012207031,409.6099853515625,403.7630310058594,63681000
2023-04-11,410.260009765625,411.17999267578125,408.9200134277344,409.7200012207031,403.8714904785156,59297900
2023-04-12,411.8699951171875,412.1700134277344,407.44000244140625,408.04998779296875,402.2253112792969,86420400
2023-04-13,409.17999267578125,413.8399963378906,407.989990234375,413.4700012207031,407.5679626464844,85814800
2023-04-14,412.80999755859375,415.0899963378906,410.05999755859375,412.4599914550781,406.5723571777344,78161500
2023-04-17,412.3699951171875,413.9599914550781,411.0899963378906,413.94000244140625,408.03125,66436400
2023-04-18,415.5799865722656,415.7200012207031,412.7799987792969,414.2099914550781,408.29736328125,63560000
2023-04-19,412.2200012207031,415.0799865722656,412.1600036621094,414.1400146484375,408.2283630371094,55227300
2023-04-20,411.2099914550781,413.70001220703125,410.2699890136719,411.8800048828125,406.00067138671875,75840400
2023-04-21,412.19000244140625,412.67999267578125,410.1700134277344,412.20001220703125,406.3160705566406,73457400
2023-04-24,411.989990234375,413.07000732421875,410.6000061035156,412.6300048828125,406.739990234375,64332100
2023-04-25,410.5799865722656,411.1600036621094,406.0199890136719,406.0799865722656,400.283447265625,97766700
2023-04-26,406.7200012207031,407.8399963378906,403.7799987792969,404.3599853515625,398.58795166015625,80447000
2023-04-27,407.0,412.69000244140625,406.739990234375,412.4100036621094,406.5231018066406,92968400
2023-04-28,411.489990234375,415.94000244140625,411.42999267578125,415.92999267578125,409.9928283691406,89335600
2023-05-01,415.4700012207031,417.6199951171875,415.2699890136719,415.510009765625,409.5788269042969,62122300
2023-05-02,414.7699890136719,414.82000732421875,407.82000732421875,410.8399963378906,404.9754638671875,103998500
2023-05-03,411.3599853515625,413.8699951171875,407.7699890136719,408.0199890136719,402.1957702636719,91531800
2023-05-04,406.92999267578125,407.2699890136719,403.739990234375,405.1300048828125,399.34698486328125,94901900
2023-05-05,408.9100036621094,413.7200012207031,408.6400146484375,412.6300048828125,406.739990234375,87844000
2023-05-08,412.9700012207031,413.239990234375,411.2799987792969,412.739990234375,406.8483581542969,50046800
2023-05-09,411.1300048828125,412.0899963378906,410.69000244140625,410.92999267578125,405.064208984375,49220100
2023-05-10,413.8800048828125,414.5400085449219,408.8699951171875,412.8500061035156,406.9568176269531,96142900
2023-05-11,411.95001220703125,412.42999267578125,409.9700012207031,412.1300048828125,406.2471008300781,70157100
2023-05-12,413.4200134277344,413.6400146484375,409.07000732421875,411.5899963378906,405.71478271484375,70439400
2023-05-15,412.2200012207031,413.42999267578125,410.2300109863281,413.010009765625,407.114501953125,54289400
2023-05-16,411.8599853515625,412.82000732421875,410.239990234375,410.25,404.3939208984375,57705500
2023-05-17,412.3500061035156,415.8599853515625,410.6400146484375,415.2300109863281,409.3028564453125,87287000
2023-05-18,414.8999938964844,419.6700134277344,414.6700134277344,419.2300109863281,413.2457580566406,97177200
2023-05-19,420.1700134277344,420.7200012207031,417.3500061035156,418.6199951171875,412.6444396972656,103679700
2023-05-22,418.6400146484375,420.3900146484375,417.3500061035156,418.7900085449219,412.81201171875,60745400
2023-05-23,417.0799865722656,418.7200012207031,413.67999267578125,414.0899963378906,408.1790771484375,86383500
2023-05-24,412.4200134277344,412.82000732421875,409.8800048828125,411.0899963378906,405.221923828125,89213700
2023-05-25,414.739990234375,416.1600036621094,412.4100036621094,414.6499938964844,408.7311096191406,90961600
2023-05-26,415.3299865722656,420.7699890136719,415.25,420.0199890136719,414.02447509765625,93830000
2023-05-30,422.0299987792969,422.5799865722656,418.739990234375,420.17999267578125,414.1821594238281,72216000
2023-05-31,418.2799987792969,419.2200012207031,416.2200012207031,417.8500061035156,411.88543701171875,110811800
2023-06-01,418.0899963378906,422.9200134277344,416.7900085449219,421.82000732421875,415.79876708984375,88865000
2023-06-02,424.5,428.739990234375,423.95001220703125,427.9200134277344,421.81170654296875,91366700
2023-06-05,428.2799987792969,429.6199951171875,426.3699951171875,427.1000061035156,421.0033874511719,65460200
2023-06-06,426.6700134277344,428.5799865722656,425.989990234375,428.0299987792969,421.9201354980469,64022200
2023-06-07,428.44000244140625,429.6199951171875,426.1099853515625,426.54998779296875,420.4612121582031,85373300
2023-06-08,426.6199951171875,429.6000061035156,425.82000732421875,429.1300048828125,423.0044250488281,61952800
2023-06-09,429.9599914550781,431.989990234375,428.8699951171875,429.8999938964844,423.7634582519531,85742800
